id,school,location,date,description,L1,L2,clearance,actions,notes
3461,Creative Sciences School,Boiler room ,8/28/01,Service Connection ,27,12,,,
3462,Creative Sciences School,Cafeteria ,8/28/01,Haws in-wall ,38,28,,,
3463,Creative Sciences School,"Daycare, room 26 ",8/28/01,Sink for drinking ,30,9,,,
3464,Creative Sciences School,Gymnasium ,8/28/01,Haws in-wall ,27,17,,,
3465,Creative Sciences School,Hall near gymnasium ,8/28/01,Central in-wall ,24,8,,,
3466,Creative Sciences School,Hall near room 20 ,8/28/01,Haws single bubbler ,35,32,,,
3467,Creative Sciences School,Hall near room 25 ,8/28/01,Central in-wall ,23,55,,,
3468,Creative Sciences School,Hall near room 4 ,8/28/01,Haws in-wall ,60,26,,,
3469,Creative Sciences School,Kitchen ,8/28/01,Sink for drinking ,23,8,,,
3470,Creative Sciences School,Library room ,8/28/01,Central sink drinker ,12,8,,,
3471,Creative Sciences School,Near cafeteria ,8/28/01,Central in-wall ,6,3,,,
3472,Creative Sciences School,Room 10 ,8/28/01,Central sink drinker ,11,5,,,
3473,Creative Sciences School,Room 11 ,8/28/01,Central sink drinker ,13,3,,,
3474,Creative Sciences School,Room 14 ,8/28/01,Central sink drinker ,18,4,,,
3475,Creative Sciences School,Room 15 ,8/28/01,Central sink drinker ,23,9,,,
3476,Creative Sciences School,Room 16 ,8/28/01,Central sink drinker ,11,8,,,
3477,Creative Sciences School,Room 17 ,8/28/01,Central sink drinker ,27,22,,,
3478,Creative Sciences School,Room 18 ,8/28/01,Central sink drinker ,29,23,,,
3479,Creative Sciences School,Room 19 ,8/28/01,Central sink drinker ,31,23,,,
3480,Creative Sciences School,Room 2 ,8/28/01,Central sink drinker ,10,5,,,
3481,Creative Sciences School,Room 20 ,8/28/01,Central sink drinker ,24,13,,,
3482,Creative Sciences School,Room 21 ,8/28/01,Central sink drinker ,15,9,,,
3483,Creative Sciences School,Room 23 ,8/28/01,Central sink drinker ,10,2,,,
3484,Creative Sciences School,Room 24 ,8/28/01,Haws sink drinker ,13,3,,,
3485,Creative Sciences School,Room 25 ,8/28/01,Central sink drinker ,28,6,,,
3486,Creative Sciences School,Room 3 ,8/28/01,Central sink drinker ,13,6,,,
3487,Creative Sciences School,Room 5 ,8/28/01,Central sink drinker ,13,10,,,
3488,Creative Sciences School,Room 6 ,8/28/01,Central sink drinker ,48,24,,,
3489,Creative Sciences School,Room 8 ,8/28/01,Central sink drinker ,11,9,,,
3490,Creative Sciences School,Room 9 ,8/28/01,Central sink drinker ,7,8,,,
3491,Creative Sciences School,Cafeteria ,12/12/01,Elkay single bubbler ,0,0,,,
3492,Creative Sciences School,"Daycare, room 26 ",12/12/01,Sink for drinking ,0,0,,,
3493,Creative Sciences School,Gymnasium ,12/12/01,Central single bubbler ,0,6,,,
3494,Creative Sciences School,Hall near gymnasium ,12/12/01,Central in-wall ,0,0,,,
3495,Creative Sciences School,Hall near room 20 ,12/12/01,Elkay single bubbler ,0,6,,,
3496,Creative Sciences School,Hall near room 25 ,12/12/01,Central single bubbler ,0,0,,,
3497,Creative Sciences School,Hall near room 4 ,12/12/01,Elkay single bubbler ,14,12,,,
3498,Creative Sciences School,Room 14 ,12/12/01,Chicago single bubbler ,0,0,,,
3499,Creative Sciences School,Room 15 ,12/12/01,Chicago single bubbler ,0,0,,,
3500,Creative Sciences School,Room 17 ,12/12/01,Chicago single bubbler ,7,12,,,
3501,Creative Sciences School,Room 18 ,12/12/01,Chicago single bubbler ,0,0,,,
3502,Creative Sciences School,Room 19 ,12/12/01,Chicago single bubbler ,0,10,,,
3503,Creative Sciences School,Room 20 ,12/12/01,Chicago single bubbler ,0,6,,,
3504,Creative Sciences School,Room 25 ,12/12/01,Chicago single bubbler ,0,0,,,
3505,Creative Sciences School,Room 6 ,12/12/01,Elkay single bubbler ,0,0,,,
3506,Creative Sciences School,Room 21 ,12/31/01,Elkay single bubbler ,39,12,,,
3507,Creative Sciences School,Boiler Room Restroom ,1/5/02,Sink faucet for washing ,25,0,,,
3508,Creative Sciences School,Boys Restroom (1) ,1/5/02,Sink faucet for washing ,31,0,,,
3509,Creative Sciences School,Boys Restroom (1) ,1/5/02,Sink faucet for washing ,33,0,,,
3510,Creative Sciences School,Boys Restroom (2) ,1/5/02,Sink faucet for washing ,30,0,,,
3511,Creative Sciences School,Boys Restroom (3) ,1/5/02,Sink faucet for washing ,32,0,,,
3512,Creative Sciences School,Boys Restroom Near Gym (1) ,1/5/02,Sink faucet for washing ,16,0,,,
3513,Creative Sciences School,Boys Restroom Near Gym (2) ,1/5/02,Sink faucet for washing ,17,0,,,
3514,Creative Sciences School,Boys Restroom Near Room 3 (3) ,1/5/02,Sink faucet for washing ,28,0,,,
3515,Creative Sciences School,Coaches Office ,1/5/02,Sink faucet for washing ,44,0,,,
3516,Creative Sciences School,Girls Restroom (1) ,1/5/02,Sink faucet for washing ,7,0,,,
3517,Creative Sciences School,Girls Restroom (2) ,1/5/02,Sink faucet for washing ,30,0,,,
3518,Creative Sciences School,Girls Restroom (3) ,1/5/02,Sink faucet for washing ,34,0,,,
3519,Creative Sciences School,Girls Restroom Near Gym (1) ,1/5/02,Sink faucet for washing ,14,0,,,
3520,Creative Sciences School,Girls Restroom Near Gym (2) ,1/5/02,Sink faucet for washing ,13,0,,,
3521,Creative Sciences School,Girls Restroom Near Room 3 (1) ,1/5/02,Sink faucet for washing ,31,0,,,
3522,Creative Sciences School,Girls Restroom Near Room 3 (2) ,1/5/02,Sink faucet for washing ,22,0,,,
3523,Creative Sciences School,Girls Restroom Near Room 3 (3) ,1/5/02,Sink faucet for washing ,33,0,,,
3524,Creative Sciences School,Kitchen Handwash ,1/5/02,Sink faucet for washing ,35,0,,,
3525,Creative Sciences School,Kitchen Restroom ,1/5/02,Sink faucet for washing ,44,0,,,
3526,Creative Sciences School,Library ,1/5/02,Sink faucet for washing ,25,0,,,
3527,Creative Sciences School,Mens Faculty Restroom ,1/5/02,Sink faucet for washing ,6,0,,,
3528,Creative Sciences School,Nurses Room ,1/5/02,Sink faucet for washing ,11,0,,,
3529,Creative Sciences School,Office Workroom ,1/5/02,Sink faucet for washing ,41,0,,,
3530,Creative Sciences School,Room 11 ,1/5/02,Sink faucet for washing ,81,0,,,
3531,Creative Sciences School,Room 14 ,1/5/02,Sink faucet for washing ,48,0,,,
3532,Creative Sciences School,Room 15 ,1/5/02,Sink faucet for washing ,73,0,,,
3533,Creative Sciences School,Room 16 ,1/5/02,Sink faucet for washing ,38,0,,,
3534,Creative Sciences School,Room 17 ,1/5/02,Sink faucet for washing ,87,0,,,
3535,Creative Sciences School,Room 18 ,1/5/02,Sink faucet for washing ,74,0,,,
3536,Creative Sciences School,Room 19 ,1/5/02,Sink faucet for washing ,35,0,,,
3537,Creative Sciences School,Room 2 ,1/5/02,Sink faucet for washing ,48,0,,,
3538,Creative Sciences School,Room 20 ,1/5/02,Sink faucet for washing ,45,0,,,
3539,Creative Sciences School,Room 21 ,1/5/02,Sink faucet for washing ,36,0,,,
3540,Creative Sciences School,Room 23 ,1/5/02,Sink faucet for washing ,50,0,,,
3541,Creative Sciences School,Room 24 ,1/5/02,Sink faucet for washing ,35,0,,,
3542,Creative Sciences School,Room 25 ,1/5/02,Sink faucet for washing ,37,0,,,
3543,Creative Sciences School,Room 26 ,1/5/02,Sink faucet for washing ,39,0,,,
3544,Creative Sciences School,Room 26 (1) ,1/5/02,Sink faucet for washing ,28,0,,,
3545,Creative Sciences School,Room 26 (2) ,1/5/02,Sink faucet for washing ,15,0,,,
3546,Creative Sciences School,Room 27 ,1/5/02,Sink faucet for washing ,80,0,,,
3547,Creative Sciences School,Room 3 ,1/5/02,Sink faucet for washing ,75,0,,,
3548,Creative Sciences School,Room 4 ,1/5/02,Sink faucet for washing ,69,0,,,
3549,Creative Sciences School,Room 5 ,1/5/02,Sink faucet for washing ,81,0,,,
3550,Creative Sciences School,Room 6 Handwash ,1/5/02,Sink faucet for washing ,11,0,,,
3551,Creative Sciences School,Room 6 Main ,1/5/02,Sink faucet for washing ,42,0,,,
3552,Creative Sciences School,Room 7 Handwash ,1/5/02,Sink faucet for washing ,9,0,,,
3553,Creative Sciences School,Room 7 Main ,1/5/02,Sink faucet for washing ,37,0,,,
3554,Creative Sciences School,Room 8 ,1/5/02,Sink faucet for washing ,48,0,,,
3555,Creative Sciences School,Room 9 ,1/5/02,Sink faucet for washing ,53,0,,,
3556,Creative Sciences School,Room10 ,1/5/02,Sink faucet for washing ,43,0,,,
3557,Creative Sciences School,Womens Facutly Restroom ,1/5/02,Sink faucet for washing ,11,0,,,
3558,Creative Sciences School,Womens Restroom Near Library ,1/5/02,Sink faucet for washing ,5,0,,,
3559,Creative Sciences School,Room 21 ,1/17/02,Elkay single bubbler ,6,6,,,
3560,Creston Annex (DRAC),Creston Annex Boiler room ,8/20/01,Service Connection ,17,54,,,
3561,Creston Annex (DRAC),Creston Annex Play court ,8/20/01,Elkay single cooler ,32,24,,,
3562,Creston Annex (DRAC),Creston Annex Play court ,8/20/01,Chicago sink drinker ,42,32,,,
3563,Creston Annex (DRAC),Creston Annex Room 1 ,8/20/01,Kohler in-wall ,184,50,,,
3564,Creston Annex (DRAC),Creston Annex Room 2 ,8/20/01,Kohler in-wall ,72,38,,,
3565,Creston Annex (DRAC),Creston Annex Room 6 ,8/20/01,Kohler in-wall ,265,41,,,
3566,Creston Annex (DRAC),Creston Annex Office ,9/15/01,Sink for drinking ,23,2,,,
3567,Creston Annex (DRAC),Creston Annex Room 2 ,9/15/01,Sink for drinking ,53,29,,,
3568,Creston Annex (DRAC),Creston Annex Room 3 ,9/15/01,Kohler single bubbler ,17,10,,,
3569,Creston Annex (DRAC),Creston Annex Room 4 ,9/15/01,Kohler single bubbler ,270,66,,,
3570,Creston Annex (DRAC),Creston Annex Room 4 ,9/28/01,Kohler single bubbler ,31,19,,,
3571,Creston Annex (DRAC),Creston Annex Room 1 ,10/4/01,Kohler in-wall ,5,0,,,
3572,Creston Annex (DRAC),Creston Annex Room 6 ,10/4/01,Kohler in-wall ,6,0,,,
3573,Creston Annex (DRAC),Creston Annex Play court ,10/6/01,Elkay single bubbler ,0,6,,,
3574,Creston Annex (DRAC),Creston Annex Play court ,10/6/01,Elkay single bubbler ,0,0,,,
3575,Creston Annex (DRAC),Creston Annex Room 2 ,10/6/01,Elkay single bubbler ,0,0,,,
3576,Creston Annex (DRAC),Creston Annex Office ,10/27/01,Sink for drinking ,8,0,,,
3577,Creston Annex (DRAC),Creston Annex Room 1 ,11/18/01,Sink for drinking ,8,12,,,
3578,Creston Annex (DRAC),Creston Annex Room 3 ,11/18/01,Sink for drinking ,0,0,,,
3579,Creston Annex (DRAC),Creston Annex Room 4 ,11/18/01,Sink for drinking ,0,0,,,
3580,Creston Annex (DRAC),Creston Annex Room 5 ,11/18/01,Sink for drinking ,26,5,,,
3581,Creston Annex (DRAC),Creston Annex Room 5 ,2/1/02,Sink for drinking ,0,0,,,
3582,Creston Annex (DRAC),Creston Annex Room 3 ,5/21/02,Kohler in-wall fountain ,18,8,,,
3583,Creston Annex (DRAC),Creston Annex Room 4 ,5/21/02,Kohler in-wall fountain ,51,28.7,,,
3584,Creston Elementary School,Boiler room ,8/2/01,Service Connection ,1,0,,,
3585,Creston Elementary School,Kitchen ,8/2/01,Sink for drinking ,3,0,,,
3586,Creston Elementary School,Near Gym ,8/2/01,Central single bubbler ,6,3,,,
3587,Creston Elementary School,Near gym office ,8/2/01,Elkay single cooler ,36,26,,,
3588,Creston Elementary School,Room 111 ,8/2/01,Chicago sink drinker ,1,11,,,
3589,Creston Elementary School,Room 117 ,8/2/01,Haws sink drinker ,21,16,,,
3590,Creston Elementary School,Dental office NE ,9/15/01,Sink for drinking ,29,2,,,
3591,Creston Elementary School,Dental office NW ,9/15/01,Sink for drinking ,41,3,,,
3592,Creston Elementary School,Dental office SE ,9/15/01,Sink for drinking ,10,1,,,
3593,Creston Elementary School,Dental office SW ,9/15/01,Sink for drinking ,2,1,,,
3594,Creston Elementary School,Gym NW ,9/15/01,Haws single bubbler ,16,9,,,
3595,Creston Elementary School,Gym SE ,9/15/01,Single bubbler ,980,3,,,
3596,Creston Elementary School,"Main hall, south ",9/15/01,Central single bubbler ,69,6,,,
3597,Creston Elementary School,Near cafeteria ,9/15/01,Central single bubbler ,7,3,,,
3598,Creston Elementary School,Near class room 104 ,9/15/01,Central single bubbler ,220,10,,,
3599,Creston Elementary School,Near class room 105 ,9/15/01,Central single bubbler ,85,3,,,
3600,Creston Elementary School,Near class room 106 ,9/15/01,Central single bubbler ,270,9,,,
3601,Creston Elementary School,Room 110 ,9/15/01,Haws single bubbler ,5,1,,,
3602,Creston Elementary School,Room 112 ,9/15/01,Haws single bubbler ,11,3,,,
3603,Creston Elementary School,Room 113 ,9/15/01,Haws single bubbler ,17,33,,,
3604,Creston Elementary School,Room 114 ,9/15/01,Central single bubbler ,9,3,,,
3605,Creston Elementary School,Room 115 ,9/15/01,Haws single bubbler ,5,2,,,
3606,Creston Elementary School,Room 116 ,9/15/01,Haws single bubbler ,37,9,,,
3607,Creston Elementary School,Room 243 PTA ,9/15/01,Sink for drinking ,16,3,,,
3608,Creston Elementary School,"West hall, south ",9/15/01,Central single bubbler ,5,3,,,
3609,Creston Elementary School,"West hallway, north ",9/15/01,Central single bubbler ,4,2,,,
3610,Creston Elementary School,Gym SE ,9/28/01,Single bubbler ,0,0,,,
3611,Creston Elementary School,Near class room 104 ,10/4/01,Central single bubbler ,0,5,,,
3612,Creston Elementary School,Near class room 106 ,10/4/01,Central single bubbler ,0,0,,,
3613,Creston Elementary School,Gym SE ,10/17/01,Single bubbler ,0,0,,,
3614,Creston Elementary School,Near class room 104 ,10/17/01,Central single bubbler ,0,0,,,
3615,Creston Elementary School,Near class room 106 ,10/17/01,Central single bubbler ,0,6,,,
3616,Creston Elementary School,Boys Restroom Near Room 105 (1) ,12/29/01,Sink faucet for washing ,0,0,,,
3617,Creston Elementary School,Boys Restroom Near Room 105 (2) ,12/29/01,Sink faucet for washing ,9,0,,,
3618,Creston Elementary School,Boys Restroom Near Room 108 (1) ,12/29/01,Sink faucet for washing ,20,0,,,
3619,Creston Elementary School,Boys Restroom Near Room 108 (2) ,12/29/01,Sink faucet for washing ,7,0,,,
3620,Creston Elementary School,Boys Restroom Near Room 116 (1) ,12/29/01,Sink faucet for washing ,5,0,,,
3621,Creston Elementary School,Boys Restroom Near Room 116 (2) ,12/29/01,Sink faucet for washing ,6,0,,,
3622,Creston Elementary School,Boys Restroom Near Room 117 ,12/29/01,Sink faucet for washing ,0,0,,,
3623,Creston Elementary School,Coaches Office ,12/29/01,Sink faucet for washing ,18,0,,,
3624,Creston Elementary School,Custodial Office ,12/29/01,Sink faucet for washing ,0,0,,,
3625,Creston Elementary School,Faculty Restroom ,12/29/01,Sink faucet for washing ,10,0,,,
3626,Creston Elementary School,Girls Restroom 3 (1) ,12/29/01,Sink faucet for washing ,0,0,,,
3627,Creston Elementary School,Girls Restroom 3 (2) ,12/29/01,Sink faucet for washing ,8,0,,,
3628,Creston Elementary School,Girls Restroom Near Room 106 (1) ,12/29/01,Sink faucet for washing ,0,0,,,
3629,Creston Elementary School,Girls Restroom Near Room 106 (2) ,12/29/01,Sink faucet for washing ,12,0,,,
3630,Creston Elementary School,Girls Restroom Near Room 117 ,12/29/01,Sink faucet for washing ,0,0,,,
3631,Creston Elementary School,Handicapped Restroom (1) ,12/29/01,Sink faucet for washing ,0,0,,,
3632,Creston Elementary School,Handicapped Restroom (2) ,12/29/01,Sink faucet for washing ,14,0,,,
3633,Creston Elementary School,Kitchen Mens Restroom  2 ,12/29/01,Sink faucet for washing ,8,0,,,
3634,Creston Elementary School,Kitchen Mens Restroom 1 ,12/29/01,Sink faucet for washing ,10,0,,,
3635,Creston Elementary School,Kitchen Restroom ,12/29/01,Sink faucet for washing ,0,0,,,
3636,Creston Elementary School,Kitchen Sink South ,12/29/01,Sink faucet for washing ,0,0,,,
3637,Creston Elementary School,Kitchen Womens Restroom  2 ,12/29/01,Sink faucet for washing ,29,0,,,
3638,Creston Elementary School,Kitchen Womens Restroom 1 ,12/29/01,Sink faucet for washing ,0,0,,,
3639,Creston Elementary School,Library ,12/29/01,Sink faucet for washing ,6,0,,,
3640,Creston Elementary School,Nurses Office ,12/29/01,Sink faucet for washing ,38,0,,,
3641,Creston Elementary School,Office Back Room ,12/29/01,Sink faucet for washing ,14,0,,,
3642,Creston Elementary School,Room 100A ,12/29/01,Sink faucet for washing ,20,0,,,
3643,Creston Elementary School,Room 100B ,12/29/01,Sink faucet for washing ,34,0,,,
3644,Creston Elementary School,Room 100C PTA ,12/29/01,Sink faucet for washing ,0,0,,,
3645,Creston Elementary School,Room 101 ,12/29/01,Sink faucet for washing ,14,0,,,
3646,Creston Elementary School,Room 101 Restroom (1) ,12/29/01,Sink faucet for washing ,0,0,,,
3647,Creston Elementary School,Room 101 Restroom (2) ,12/29/01,Sink faucet for washing ,0,0,,,
3648,Creston Elementary School,Room 102 ,12/29/01,Sink faucet for washing ,0,0,,,
3649,Creston Elementary School,Room 103 ,12/29/01,Sink faucet for washing ,9,0,,,
3650,Creston Elementary School,Room 104 ,12/29/01,Sink faucet for washing ,0,0,,,
3651,Creston Elementary School,Room 105 ,12/29/01,Sink faucet for washing ,0,0,,,
3652,Creston Elementary School,Room 106 ,12/29/01,Sink faucet for washing ,11,0,,,
3653,Creston Elementary School,Room 109 ,12/29/01,Sink faucet for washing ,24,0,,,
3654,Creston Elementary School,Room 110 ,12/29/01,Sink faucet for washing ,7,0,,,
3655,Creston Elementary School,Room 110 Boys ,12/29/01,Sink faucet for washing ,6,0,,,
3656,Creston Elementary School,Room 110 Girls ,12/29/01,Sink faucet for washing ,10,0,,,
3657,Creston Elementary School,Room 111 ,12/29/01,Sink faucet for washing ,11,0,,,
3658,Creston Elementary School,Room 111 Boys ,12/29/01,Sink faucet for washing ,45,0,,,
3659,Creston Elementary School,Room 111 Girls ,12/29/01,Sink faucet for washing ,0,0,,,
3660,Creston Elementary School,Room 112 ,12/29/01,Sink faucet for washing ,7,0,,,
3661,Creston Elementary School,Room 113 ,12/29/01,Sink faucet for washing ,10,0,,,
3662,Creston Elementary School,Room 114 ,12/29/01,Sink faucet for washing ,13,0,,,
3663,Creston Elementary School,Room 115 ,12/29/01,Sink faucet for washing ,0,0,,,
3664,Creston Elementary School,Room 115 Girls ,12/29/01,Sink faucet for washing ,0,0,,,
3665,Creston Elementary School,Room 116 ,12/29/01,Sink faucet for washing ,0,0,,,
3666,Creston Elementary School,Room 117 ,12/29/01,Sink faucet for washing ,8,0,,,
3667,Creston Elementary School,Room 117 Boys ,12/29/01,Sink faucet for washing ,6,0,,,
3668,Creston Elementary School,Room 117 Girls ,12/29/01,Sink faucet for washing ,0,0,,,
3669,Creston Elementary School,Room 118 ,12/29/01,Sink faucet for washing ,8,0,,,
3670,Creston Elementary School,Room 7 ,12/29/01,Sink faucet for washing ,8,0,,,
3671,Creston Elementary School,Room 8 ,12/29/01,Sink faucet for washing ,0,0,,,
3672,Creston Elementary School,Gym NW ,2/1/02,Elkay single bubbler ,11,16,,,
3673,Creston Elementary School,Near class room 105 ,2/1/02,Elkay single bubbler ,0,0,,,
3674,Creston Elementary School,Room 113 ,2/1/02,Chicago single bubbler ,0,0,,,
3675,Creston Elementary School,Room 116 ,2/1/02,Chicago single bubbler ,0,0,,,
3676,Creston Elementary School,Room 243 PTA ,2/1/02,Sink for drinking ,0,0,,,
3677,Creston Elementary School,Gym NW ,2/12/02,Elkay single bubbler ,0,0,,,
